Timestamp,Usia,Jenis Kelamin,Lama Mondok,Teks,Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk beristirahat.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya cenderung menunjukkan reaksi berlebihan terhadap suatu situasi.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa energi saya terkuras karena terlalu cemas.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa gelisah.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya merasa sulit untuk merasa tenang.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Saya sulit untuk bersabar dalam menghadapi gangguan yang terjadi ketika sedang melakukan sesuatu.],Seberapa sering Anda merasakan hal berikut saat cerita yang Anda tuliskan terjadi?  [Perasaan saya mudah tergugah atau tersentuh.],Skor
26/06/2026,14,Perempuan,1-3 tahun,Antrean mandi yang panjang ditambah waktu persiapan yang terbatas sering bikin suasana hati kurang baik. Akhirnya saya jadi mudah kesal walaupun masalahnya sebenarnya kecil.,1,0,0,1,2,1,1,12
26/06/2026,16,Perempuan,<1 Tahun,Kangen rumah masih menjadi hal yang paling sulit buatku. Kalau sedang ingat keluarga biasanya pikiran jadi tidak tenang dan sulit fokus belajar.,2,1,1,2,2,1,2,22
26/06/2026,16,Perempuan,1-3 tahun,"Kadang bukan pelajarannya yang berat, tetapi rasa takut tidak bisa memenuhi harapan ustaz dan orang tua. Pikiran seperti itu sering menguras tenaga saya.",2,0,1,2,3,2,2,24
26/06/2026,17,Laki-Laki,1-3 tahun,"Aku cukup sering merasa tertekan kalau ada teman yang berbicara dengan nada tinggi. Walaupun tidak besar masalahnya, perasaanku mudah sekali kepikiran.",2,1,1,2,2,2,1,22
26/06/2026,15,Perempuan,<1 Tahun,"Peraturan di pondok sebenarnya baik, tetapi karena harus menyesuaikan banyak kebiasaan baru saya kadang merasa lelah dan sulit menikmati waktu istirahat.",3,1,1,2,2,2,1,24
26/06/2026,17,Perempuan,1-3 tahun,"Rasanya capek ketika tugas sekolah, hafalan, dan kegiatan pondok datang bersamaan. Aku jadi sering cemas apakah semuanya bisa selesai tepat waktu.",3,1,1,2,2,2,0,22
26/06/2026,15,Perempuan,1-3 tahun,Hal yang paling membebani pikiranku adalah takut melakukan kesalahan. Akibatnya aku sering gelisah sebelum melakukan kegiatan apa pun.,2,1,3,2,2,2,0,24
26/06/2026,14,Perempuan,1-3 tahun,"Saya paling kesulitan saat badan sudah lelah tetapi masih harus mengejar target hafalan. Rasanya ingin istirahat, namun pikiran tidak bisa tenang.",3,1,3,2,2,2,0,26
26/06/2026,18,Laki-Laki,>3 Tahun,"Sebenarnya teman-teman baik, hanya saja kadang terjadi salah paham kecil yang membuat aku kepikiran sampai berhari-hari.",2,2,2,2,2,2,3,30
26/06/2026,19,Perempuan,>3 Tahun,"Kalau sedang banyak ujian hafalan, saya jadi lebih mudah panik daripada biasanya. Tidur juga terasa kurang nyenyak karena terus memikirkan persiapan.",3,1,2,2,3,2,0,26
26/06/2026,19,Laki-Laki,1-3 tahun,Tidak mudah membiasakan diri jauh dari keluarga. Ada saat-saat saya ingin pulang karena rindu rumah dan suasana menjadi lebih sedikit berbeda dari biasanya.,2,1,2,2,2,1,3,26
26/06/2026,14,Perempuan,>3 Tahun,"hal yang membuatku paling tertekan adalah ketika merasa tertinggal dari teman-teman. Walaupun mereka tidak mengejek, aku tetap merasa cemas sendiri.",2,0,1,2,2,2,2,22
26/06/2026,14,Laki-Laki,<1 Tahun,Jadwal yang padat membuat waktu untuk diri sendiri hampir tidak ada. Aku jadi gampang lelah secara pikiran dan sulit merasa benar-benar rileks.,2,2,3,2,2,1,0,24
26/06/2026,19,Perempuan,1-3 tahun,"Menurut saya bagian tersulit adalah menjaga semangat setiap hari. Kalau sudah capek, hal kecil saja bisa membuat emosi ikut naik.",2,2,0,1,2,3,2,24
26/06/2026,14,Laki-Laki,1-3 tahun,Kadang aku merasa terbebani karena ingin hasil hafalan selalu bagus sayangnya tidak sesuai harapan.,2,2,2,2,2,2,0,24
26/06/2026,13,Laki-Laki,>3 Tahun,Suasana pondok yang ramai membuat saya cukup sulit mendapatkan waktu tenang. Akibatnya istirahat terasa kurang dan badan cepat lelah.,3,1,1,1,3,2,0,22
26/06/2026,14,Perempuan,>3 Tahun,Yang paling sering membuatku stres adalah ketika banyak kegiatan berlangsung bersamaan. Rasanya pikiran penuh sehingga sulit tetap tenang sepanjang hari.,3,2,1,1,3,2,0,24
26/06/2026,17,Perempuan,<1 Tahun,"Saya merasa tekanan terbesar muncul saat harus membagi waktu antara belajar, hafalan, dan kegiatan pondok. Kalau tidak sesuai rencana biasanya saya menjadi lebih gelisah.",2,2,2,3,3,1,0,26
26/06/2026,15,Laki-Laki,1-3 tahun,"Sering kali yang membuat pikiran penuh justru rasa takut tidak mampu mengikuti kemampuan teman-teman. Walaupun berusaha tenang, tetap saja ada rasa khawatir setiap menjelang setoran.",2,2,1,1,3,2,0,22
26/06/2026,15,Laki-Laki,<1 Tahun,"Berada jauh dari orang tua ternyata lebih sulit daripada yang saya bayangkan. Saat sedang banyak masalah, rasanya ingin sekali bercerita langsung kepada keluarga.",1,1,1,0,2,1,3,18
26/06/2026,16,Perempuan,<1 Tahun,"Bukan karena tidak betah di pondok, hanya saja kegiatan dari pagi sampai malam kadang membuat badan dan pikiran sama-sama kelelahan.",3,0,2,2,2,2,1,24
26/06/2026,18,Laki-Laki,<1 Tahun,"Kalau hafalan belum sesuai target, aku sering menyalahkan diri sendiri. Akibatnya malam hari sulit tidur karena terus memikirkan kesalahan yang tadi terjadi.",3,0,2,3,3,0,1,24
26/06/2026,14,Perempuan,>3 Tahun,Hal yang cukup membebani adalah suasana kamar yang ramai. Ingin belajar dengan tenang kadang susah sehingga saya menjadi tidak fokus.,2,2,1,1,2,2,0,20
26/06/2026,18,Laki-Laki,>3 Tahun,"Antrean saat mandi atau mencuci memang terlihat sepele, tetapi kalau sedang terburu-buru aku jadi tidak sabaran.",0,2,0,1,2,2,0,14
26/06/2026,15,Perempuan,1-3 tahun,"Kadang saya merasa terlalu memikirkan pendapat orang lain. Kalau ada yang menegur sedikit saja, perasaan saya bisa tidak enak seharian.",2,2,1,2,2,1,0,20
26/06/2026,13,Perempuan,<1 Tahun,Tekanan biasanya datang ketika tugas sekolah dan hafalan menumpuk bersamaan. Rasanya tenaga cepat habis karena terus memikirkan mana yang harus diselesaikan lebih dulu.,2,2,2,2,3,0,0,22
26/06/2026,14,Perempuan,>3 Tahun,"Saat kondisi tubuh sedang kurang sehat, mengikuti semua aktivitas pondok terasa jauh lebih berat. Saya jadi lebih mudah cemas kalau tertinggal pelajaran.",2,2,3,2,3,2,0,28
26/06/2026,18,Laki-Laki,1-3 tahun,"Aku sering merasa waktu berjalan terlalu cepat. Belum selesai satu kegiatan, sudah ada kegiatan berikutnya sehingga badan rasanya kurang istirahat.",3,0,1,2,2,2,1,22
26/06/2026,18,Perempuan,>3 Tahun,"Yang membuatku paling lelah adalah harus terus menjaga semangat walaupun sedang banyak pikiran. Kadang senyum di depan teman, tetapi sebenarnya hati sedang tidak tenang.",2,0,1,2,3,3,0,22
26/06/2026,14,Perempuan,>3 Tahun,Ada kalanya saya merasa sulit menyesuaikan diri dengan karakter beberapa teman sekamar. Hal kecil bisa membuat suasana hati berubah lebih cepat.,1,3,1,2,2,1,1,22
26/06/2026,14,Perempuan,1-3 tahun,Paling berat ketika merasa kemampuan menghafalku lebih lambat dibanding teman lain. Rasa minder itu sering muncul tanpa bisa dicegah.,1,1,3,3,2,2,0,24
26/06/2026,16,Laki-Laki,1-3 tahun,"Sesekali aku merasa sangat rindu suasana rumah, terutama saat sedang sakit atau kelelahan. Pikiran jadi sulit fokus mengikuti kegiatan seperti biasanya.",2,1,1,2,2,1,3,24
26/06/2026,14,Laki-Laki,1-3 tahun,Jadwal yang padat membuat saya hampir tidak punya waktu untuk menenangkan diri. Akibatnya kepala terasa penuh dan tidur juga kurang nyenyak.,3,1,2,2,2,1,0,22
26/06/2026,18,Laki-Laki,1-3 tahun,Antrean panjang untuk mandi dan makan sering membuat aktivitas menjadi menyebalkan.,0,2,2,1,1,2,0,16
26/06/2026,14,Perempuan,>3 Tahun,Peraturan yang ketat dan kurangnya waktu pribadi kadang membuat saya tertekan.,2,1,1,1,2,1,0,16
26/06/2026,16,Perempuan,1-3 tahun,"Sulit membagi waktu antara belajar, hafalan, dan istirahat sehingga sering merasa lelah.",2,1,2,1,2,1,1,20
26/06/2026,16,Laki-Laki,1-3 tahun,Rasa kangen rumah dan tekanan hafalan yang menumpuk sering membuat saya merasa stres,2,0,3,1,2,2,3,26
26/06/2026,18,Perempuan,1-3 tahun,"Kalau ada kesalahan kecil saat belajar, aku sering kepikiran terus. Padahal teman-teman mungkin sudah melupakan, tetapi aku masih memikirkannya.",2,1,3,2,3,0,0,22
26/06/2026,18,Perempuan,>3 Tahun,Yang cukup menguras tenaga adalah keinginan untuk selalu tampil baik di depan ustaz dan teman-teman. Saya takut mengecewakan mereka.,2,2,3,2,2,0,1,24
26/06/2026,19,Perempuan,1-3 tahun,Suara ramai di kamar kadang membuatku sulit benar-benar beristirahat. Akhirnya keesokan harinya badan terasa kurang segar.,3,1,0,1,2,1,1,18
26/06/2026,15,Laki-Laki,<1 Tahun,"Ketika ada banyak aturan yang harus diingat sekaligus, saya sering takut melakukan pelanggaran tanpa sengaja. Perasaan itu membuat saya kurang tenang.",2,1,2,1,3,1,0,20
26/06/2026,17,Laki-Laki,>3 Tahun,"Beberapa kali aku merasa kewalahan karena semua tanggung jawab datang bersamaan. Walaupun tetap dijalani, rasanya pikiran terus dipenuhi rasa khawatir sampai sulit rileks.",3,2,3,2,3,1,0,28
26/06/2026,21,Perempuan,>3 Tahun,"Bangun pagi sebenarnya sudah biasa, tetapi kalau beberapa hari berturut-turut kurang tidur badan terasa sangat lelah dan pikiran ikut tidak tenang.",2,1,2,1,3,1,0,20
26/06/2026,19,Perempuan,>3 Tahun,Kadang aku merasa tidak enak hati kalau belum bisa membantu teman. Hal itu sering membuatku memikirkan banyak hal yang sebenarnya belum tentu terjadi.,2,0,2,2,2,1,3,24
26/06/2026,16,Perempuan,1-3 tahun,Tekanan yang paling sering saya rasakan muncul ketika harus mengejar setoran hafalan sementara pelajaran sekolah juga sedang banyak.,2,1,2,2,3,1,0,22
26/06/2026,18,Perempuan,>3 Tahun,Ada saat-saat ketika suasana pondok terasa terlalu ramai. Aku jadi sulit mencari tempat untuk menenangkan pikiran walaupun hanya sebentar.,2,1,1,3,3,1,0,22
26/06/2026,14,Perempuan,>3 Tahun,"Bagi saya, hal yang paling berat adalah menjaga semangat setiap hari. Kalau sudah merasa lelah, semuanya terasa lebih sulit dari biasanya.",2,1,2,2,2,1,1,22
26/06/2026,15,Laki-Laki,<1 Tahun,Pernah beberapa kali merasa kecewa pada diri sendiri karena target belum tercapai. Sejak itu aku jadi lebih sering cemas menghadapi kegiatan berikutnya.,2,2,2,2,3,1,2,28
26/06/2026,15,Laki-Laki,<1 Tahun,Menunggu giliran menggunakan kamar mandi terkadang membuat waktu jadi berantakan. Akhirnya saya terburu-buru dan lebih mudah kesal dibanding biasanya.,2,2,0,1,2,3,1,22
26/06/2026,18,Laki-Laki,1-3 tahun,Aku paling sulit kalau sedang banyak pikiran lalu harus tetap terlihat semangat. Rasanya tenaga cepat habis karena memendam semuanya sendiri.,2,1,2,2,2,2,1,24
26/06/2026,14,Laki-Laki,>3 Tahun,Hal sederhana seperti ditegur saat melakukan kesalahan masih sering membuat saya kepikiran walaupun maksudnya memang untuk mengingatkan.,1,1,1,2,2,1,2,20
26/06/2026,14,Laki-Laki,1-3 tahun,Rasa rindu kepada keluarga biasanya muncul ketika sedang mengalami hari yang berat. Saat itu aku merasa lebih sensitif daripada biasanya.,2,1,2,3,2,1,3,28
26/06/2026,14,Laki-Laki,1-3 tahun,Jadwal yang padat membuat waktu istirahat terasa kurang. Akibatnya saya lebih capek dan sulit berkonsentrasi mengikuti kegiatan berikutnya.,3,1,1,1,3,2,0,22
26/06/2026,18,Perempuan,>3 Tahun,Aku sering merasa khawatir kalau hasil belajarku tidak sesuai harapan. Pikiran seperti itu kadang muncul terus sampai malam hari.,2,2,2,2,2,0,2,24
26/06/2026,17,Perempuan,>3 Tahun,Beradaptasi dengan kebiasaan banyak orang dalam satu kamar ternyata tidak mudah. Saya perlu waktu agar tidak mudah terganggu oleh hal-hal kecil.,1,2,1,2,2,2,0,20
26/06/2026,14,Perempuan,1-3 tahun,"Kalau sudah kelelahan, emosi rasanya lebih mudah naik. Aku jadi kurang sabar saat menghadapi antrean atau menunggu giliran.",2,2,1,1,2,2,0,20
26/06/2026,19,Perempuan,<1 Tahun,"Yang cukup membebani adalah rasa takut tertinggal dari teman-teman. Walaupun mereka tidak membandingkan, saya tetap merasa harus mengejar.",2,1,1,2,2,2,0,20
26/06/2026,18,Perempuan,<1 Tahun,"Suasana hati kadang berubah hanya karena mengingat rumah. Aku berusaha menikmati kegiatan di pondok, tetapi rasa rindu tetap sering muncul.",1,1,1,2,2,1,3,22
26/06/2026,15,Perempuan,>3 Tahun,Beberapa hari terasa sangat melelahkan karena hampir tidak ada waktu untuk benar-benar beristirahat. Saya jadi sulit merasa segar ketika bangun pagi.,3,1,2,2,2,1,0,22
26/06/2026,16,Perempuan,1-3 tahun,"Saat banyak tugas datang bersamaan, aku sering bingung menentukan mana yang harus didahulukan. Akhirnya pikiran terasa penuh sepanjang hari.",2,1,3,3,2,0,0,22
26/06/2026,14,Laki-Laki,1-3 tahun,Hal yang paling mengganggu justru ketika saya terlalu banyak memikirkan kesalahan sendiri. Rasanya sulit berhenti menyalahkan diri setelah itu.,2,1,2,2,2,1,3,26
26/06/2026,14,Laki-Laki,<1 Tahun,"Tidak semua hari terasa berat, tetapi kalau tekanan sedang banyak aku jadi lebih mudah tersinggung dan sulit mengendalikan perasaan.",2,2,2,2,2,2,0,24
26/06/2026,19,Perempuan,>3 Tahun,"Sehabis kegiatan malam biasanya badan sudah lelah, tetapi pikiran masih memikirkan hafalan yang belum lancar sehingga tidur terasa kurang nyenyak.",3,1,2,2,2,1,0,22
26/06/2026,22,Laki-Laki,>3 Tahun,"ana masih sering merasa gugup ketika harus menyetorkan hafalan di depan ustaz walaupun sudah belajar, tetap ada rasa takut melakukan kesalahan.",1,1,3,3,3,0,1,24
26/06/2026,15,Perempuan,1-3 tahun,Menyesuaikan diri dengan berbagai aturan pondok membutuhkan proses. Kadang saya merasa tertekan karena takut melanggar tanpa sengaja.,1,1,2,2,3,1,0,20
26/06/2026,18,Perempuan,>3 Tahun,Waktu istirahat yang terasa singkat membuat tenaga cepat habis. Akhirnya aku menjadi lebih mudah gelisah saat mengikuti kegiatan berikutnya.,1,1,3,3,3,1,2,28
26/06/2026,22,Perempuan,>3 Tahun,Perasaan paling berat muncul ketika melihat teman sudah selesai menghafal lebih dulu. Saya jadi membandingkan diri sendiri dan kehilangan semangat.,1,2,3,3,2,1,1,26
26/06/2026,21,Perempuan,<1 Tahun,"Tidak mudah tinggal bersama banyak orang dengan kebiasaan yang berbeda-beda. Kadang aku merasa terganggu, tetapi memilih diam daripada memperpanjang masalah.",2,2,2,2,2,1,1,24
26/06/2026,19,Laki-Laki,1-3 tahun,"Saat badan sedang kurang fit, mengikuti semua kegiatan terasa lebih menguras tenaga. Saya jadi lebih mudah khawatir kalau tidak bisa mengikuti pelajaran.",2,1,2,2,3,2,2,28
26/06/2026,22,Perempuan,1-3 tahun,Aku paling tidak nyaman ketika harus mengejar banyak target dalam waktu bersamaan. Rasanya pikiran terus bekerja dan sulit benar-benar tenang.,2,1,2,2,3,2,2,28
26/06/2026,21,Laki-Laki,1-3 tahun,"Kadang saya merasa sedih tanpa alasan yang jelas, mungkin karena sudah lama tidak bertemu keluarga. Hal kecil pun bisa membuat perasaan berubah.",2,2,2,2,2,1,3,28
26/06/2026,21,Laki-Laki,>3 Tahun,"Suasana ramai di asrama membuatku sulit mendapatkan waktu sendiri. Kalau sudah begitu, kepala terasa penuh dan lebih mudah lelah.",3,1,1,2,2,1,1,22
26/06/2026,15,Perempuan,<1 Tahun,"Yang paling membebani bukan kegiatannya, tetapi rasa takut tidak mampu memenuhi harapan orang tua. Pikiran itu sering muncul sebelum tidur.",2,1,2,3,2,0,2,24
26/06/2026,18,Perempuan,>3 Tahun,Saya sering merasa cemas ketika nilai pelajaran tidak sesuai keinginan. Akibatnya semangat belajar sempat menurun beberapa waktu.,2,2,3,2,3,1,2,30
26/06/2026,19,Laki-Laki,1-3 tahun,Kadang aku terlalu memikirkan perkataan teman walaupun sebenarnya tidak bermaksud menyakiti. Akhirnya suasana hati jadi kurang baik seharian.,2,2,3,2,2,1,2,28
26/06/2026,15,Laki-Laki,<1 Tahun,Menunggu giliran untuk berbagai keperluan sering membuat waktu terasa sempit. Saya jadi lebih mudah terburu-buru dan kurang sabar.,2,3,1,1,2,2,1,24
26/06/2026,19,Laki-Laki,1-3 tahun,Yang membuatku stres adalah ketika jadwal sangat padat tetapi tenaga sudah habis. Rasanya ingin istirahat lebih lama supaya bisa kembali fokus.,3,2,1,2,2,1,1,24
26/06/2026,22,Perempuan,>3 Tahun,"Saya kadang terlalu keras pada diri sendiri. Kalau hasil belum sesuai harapan, rasa kecewanya berlangsung cukup lama dan sulit dihilangkan.",2,2,2,2,3,0,2,26
26/06/2026,19,Laki-Laki,>3 Tahun,"Belajar hidup mandiri memang banyak manfaatnya, tetapi sesekali aku tetap merasa kesepian saat menghadapi masalah sendirian di pondok.",2,1,2,2,2,1,2,24
26/06/2026,20,Perempuan,>3 Tahun,Beberapa tugas datang bersamaan sehingga saya harus membagi waktu dengan sangat ketat. Kondisi itu membuat pikiran terasa cepat lelah.,2,1,2,2,2,1,1,22
26/06/2026,17,Perempuan,1-3 tahun,Aku sering merasa belum memberikan usaha terbaik. Pikiran seperti itu membuatku sulit menikmati waktu istirahat karena terus memikirkan kekurangan sendiri.,2,1,2,2,2,1,1,22
26/06/2026,15,Laki-Laki,<1 Tahun,"Saat sedang banyak tekanan, saya menjadi lebih sensitif terhadap keadaan sekitar. Hal kecil yang biasanya biasa saja bisa terasa cukup mengganggu.",2,1,2,2,2,1,1,22
26/06/2026,17,Laki-Laki,>3 Tahun,"Akhir-akhir ini yang paling sering membuatku tertekan adalah rasa khawatir kalau hafalanku lupa saat diminta maju. Karena terlalu banyak berpikir, tidurku juga sering tidak nyenyak.",3,1,2,2,3,1,0,24
26/06/2026,18,Perempuan,<1 Tahun,"Rasanya paling berat ketika harus tetap bersemangat padahal badan sudah lelah. Saya berusaha mengikuti semua kegiatan, tetapi pikiran sering terasa penuh.",1,1,1,1,3,2,1,20
26/06/2026,15,Perempuan,<1 Tahun,"Kalau sedang ada masalah dengan teman sekamar, suasana hati langsung berubah. Aku jadi sulit fokus belajar dan terus memikirkan kejadian itu sampai malam.",1,2,2,1,2,1,3,24
26/06/2026,18,Perempuan,<1 Tahun,"Sebenarnya saya mulai terbiasa tinggal di pondok, tetapi masih ada waktu tertentu ketika rasa rindu keluarga datang begitu saja dan membuat hati tidak tenang.",2,1,1,2,2,1,3,24
26/06/2026,18,Perempuan,1-3 tahun,sebetulnya paling menguras tenaga menurutku adalah mengejar target setiap hari tanpa banyak waktu untuk menenangkan diri. Kadang rasanya ingin istirahat lebih lama.,2,1,2,2,2,1,1,22
26/06/2026,15,Laki-Laki,<1 Tahun,"Saya sering memikirkan banyak kemungkinan buruk sebelum kegiatan dimulai. Walaupun akhirnya berjalan baik, rasa cemasnya tetap muncul terlebih dahulu.",2,1,3,3,2,1,0,24
26/06/2026,20,Perempuan,>3 Tahun,"Ketika jadwal sedang padat, hal kecil saja bisa membuatku kesal. Setelah itu biasanya aku menyesal karena merasa bereaksi terlalu berlebihan.",1,3,1,1,1,3,0,20
26/06/2026,21,Laki-Laki,1-3 tahun,Tidak mudah menjaga semangat setiap hari. Ada saatnya saya merasa sangat lelah sehingga sulit menikmati aktivitas yang biasanya terasa biasa saja.,1,2,1,2,3,1,0,20
26/06/2026,16,Perempuan,>3 Tahun,Aku kadang merasa kurang percaya diri dibanding teman-teman. Perasaan itu membuatku sering gelisah sebelum mengikuti pelajaran atau setoran hafalan.,2,2,0,2,2,0,3,22
26/06/2026,21,Laki-Laki,>3 Tahun,Hal yang paling membebaniku justru ketika harus memendam semua perasaan sendiri. Rasanya hati menjadi lebih sensitif dan mudah tersinggung.,2,2,2,2,2,0,3,26
26/06/2026,21,Perempuan,1-3 tahun,"Saya cukup kesulitan membagi waktu antara belajar, menghafal, dan beristirahat. Akibatnya badan cepat lelah dan pikiran sulit benar-benar rileks.",3,0,1,0,2,2,1,18
26/06/2026,17,Laki-Laki,>3 Tahun,Kadang aku merasa khawatir kalau tidak bisa memenuhi harapan guru dan orang tua. Pikiran seperti itu sering muncul tanpa bisa dikendalikan.,2,0,3,3,3,1,0,24
26/06/2026,15,Laki-Laki,1-3 tahun,"Saat suasana asrama terlalu ramai, saya sulit berkonsentrasi maupun beristirahat. Lama-kelamaan hal itu membuat emosi lebih mudah naik.",3,3,0,1,1,1,0,18
26/06/2026,15,Laki-Laki,<1 Tahun,Aku merasa paling berat ketika banyak kegiatan harus diselesaikan dalam waktu yang hampir bersamaan. Rasanya kepala penuh dari pagi sampai malam.,3,2,1,1,3,2,0,24
26/06/2026,19,Perempuan,>3 Tahun,"Sejujurnya saya masih sering merasa sedih kalau mengingat rumah. Walaupun berusaha kuat, terkadang perasaan itu datang tiba-tiba saat sedang sendiri.",2,1,0,2,2,1,3,22
26/06/2026,21,Perempuan,<1 Tahun,Kesalahan kecil yang kulakukan sering teringat terus sampai berhari-hari. Akibatnya aku menjadi sulit merasa tenang ketika melakukan kegiatan berikutnya.,2,2,1,2,3,2,0,24
26/06/2026,16,Laki-Laki,1-3 tahun,Saya merasa tekanan terbesar muncul ketika kemampuan saya tidak berkembang secepat yang saya harapkan. Hal itu membuat semangat kadang naik turun.,2,2,2,1,1,2,2,24
26/06/2026,19,Perempuan,>3 Tahun,"paling sering membuatku stres adalah kurangnya waktu untuk beristirahat setelah semua kegiatan selesai. Badan sudah lelah, tetapi pikiran masih terus bekerja.",3,2,1,2,2,2,2,28
26/06/2026,21,Laki-Laki,>3 Tahun,"Kadang perkataan orang lain mudah sekali masuk ke hati saya. Walaupun hanya bercanda, saya tetap memikirkannya cukup lama setelah itu.",2,0,2,2,2,1,3,24
26/06/2026,18,Laki-Laki,1-3 tahun,"Menurutku tantangan terbesar selama tinggal di pondok adalah menjaga kondisi mental tetap stabil di tengah jadwal yang padat. Kalau sudah terlalu lelah, rasa cemas dan gelisah lebih mudah muncul.",3,2,0,2,1,2,0,20
26/06/2026,15,Perempuan,1-3 tahun,"Tentang pertemanan, ana rasa pertemanan di pondok itu terlihat baik baik saja namun di balik dari baik baik saja itu ada sebuah circle (terbentuknya sebuah kelompok) biasa circle yang seperti ini itu banyak yang tidak ingin berbaur lagi dengan teman-teman lainnya ",1,1,1,1,1,1,1,14
27/06/2026,19,Laki-Laki,>3 Tahun,"yang paling membekas di saya itu adalah ketika saya dimusuhin satu angkatan, yaitu angkatan kakak kelas saya. saat itu saya duduk dikelas 11 dan menjadi ketua kamar untuk kelas 7. saya merasa sangat tertekan saat itu, yang di asrama sibuk dan kurang tidur mengurus anggota sedangkan ketika di luar asrama saya selalu mendapatkan hukuman dari kakak kelas. saat itu saya hanya sekedar menjalankan hidup dipesantren dan berpura-pura kuat padahal sangat ingin keluar.",3,1,2,2,3,2,2,30
27/06/2026,19,Laki-Laki,>3 Tahun,saat di tingkat akhir itu ada amaliyah tadris (praktik mengajar) itu lumayan menjadi pressure buat saya,2,1,2,2,2,1,0,20
27/06/2026,17,Laki-Laki,1-3 tahun,saat menjadi santri baru cukup sulit untuk beradaptasi dengan kegiatan yang sangat padat,1,1,2,2,2,1,2,22
27/06/2026,18,Laki-Laki,1-3 tahun,"ketika pindah kamar dari anak baru ke anak lama itu menyebalkan kerena harus beradaptasi lagi dengan anak yang sudah lebih lama, mereka orang yang sangat asal dan jorok.",2,1,2,2,1,1,0,18
27/06/2026,19,Laki-Laki,1-3 tahun,"cukup melelahkan menjadi pengurus asrama, karena sangat kurang tidur.",3,1,1,1,2,2,0,20
27/06/2026,17,Laki-Laki,<1 Tahun,sebagai santri baru kaget dengan kehidupan di pesantren karena semuanya harus serba cepat dan kegiatan yang sangat padat.,2,1,2,2,2,0,0,18
27/06/2026,17,Laki-Laki,>3 Tahun,"biasa saja dengan pelajaran dan hafalanya, hanya saja saya sangat tidak suka dengan senioritasnya.",1,1,1,1,1,2,1,16
27/06/2026,18,Laki-Laki,1-3 tahun,saya sangat benci di hitung saat sedang bersiap siap atau saat sedan berangkat masjid dan sekolah,2,1,2,2,2,2,0,22
27/06/2026,17,Perempuan,>3 Tahun,kesel bgt kalo cucian ilang pas lagi dijemur.,1,2,1,1,1,3,0,18
27/06/2026,17,Laki-Laki,<1 Tahun,saya sangat benci ketika hanya satu yang salah tapi semua ikut dihukum,2,1,1,2,2,2,0,20
28/06/2026,17,Laki-Laki,<1 Tahun,yang ga ikut buat salah ikut kena hukum juga.,2,0,1,1,2,1,0,14
28/06/2026,18,Laki-Laki,1-3 tahun,"ga enak bgt kalo lagi sakit sering dikira boongan, karena gara-gara banyak yang pura pura biar ga sekolah.",3,1,1,2,3,1,2,26
28/06/2026,17,Laki-Laki,<1 Tahun,takut ga bisa ngikutin pelajaran karena cepet dan banyak bgtt yang harus dihafal dan dipelajarin.,2,2,1,1,2,2,0,20
28/06/2026,17,Laki-Laki,<1 Tahun,"lebih boros karena makananya kurang cocok, jadi saya sering jajan ",1,0,1,1,1,2,0,12
28/06/2026,17,Laki-Laki,<1 Tahun,temen yang asal suka minjem dan naro barang sembarangan,2,3,1,1,1,3,0,22
28/06/2026,20,Laki-Laki,>3 Tahun,di tingkat akhir sebenernya udah tenang tapi ada satu yang bikin paling bikin kesel itu absen malem terus ustadz nya ngomel ngomel.,3,2,0,0,1,1,0,14
28/06/2026,16,Laki-Laki,<1 Tahun,Sedih melihat orang tua harus menempuh perjalanan jauh berjam-jam cuma untuk menjenguk sebentar.,2,0,1,1,1,0,3,16
28/06/2026,17,Perempuan,1-3 tahun,"Susah banget nabung karena selalu diajakin patungan jajan, padahal uang saku udah mepet parah.",1,2,0,1,1,2,0,14
28/06/2026,16,Perempuan,1-3 tahun,"Capek banget ngadepin drama circle-circle-an di asrama. Berantem gara-gara hal sepele, diem-dieman seminggu satu kamar.",1,1,1,2,2,2,2,22
28/06/2026,16,Perempuan,<1 Tahun,"Sering ngomong sendiri dalem hati, ""Ngapain sih gue di sini?"" pas lagi capek-capeknya sama rutinitas.",2,2,2,2,2,1,3,28
28/06/2026,17,Laki-Laki,1-3 tahun,Libur panjang atau Idul Adha nggak dikasih pulang. Shalat Ied di pondok sambil nahan air mata gara-gara inget sate kambing di rumah.,1,3,1,1,1,2,3,24
28/06/2026,16,Laki-Laki,1-3 tahun,"Sebel sama senior yang gila hormat. Kalau kita nggak nunduk pas lewat, langsung diteriakin atau dipanggil.",2,1,1,1,2,2,0,18
28/06/2026,16,Laki-Laki,1-3 tahun,punya hutang botak karena saya udah botak.,1,2,1,1,2,2,0,18
28/06/2026,19,Laki-Laki,>3 Tahun,"Nilai ujian sekolah umum hancur karena nggak ada waktu buat belajar, semua waktu abis buat kegiatan pondok.",3,1,2,1,2,1,2,24
